stock_id,year,營業毛利率,營業利益率,ROA(A)稅後息前,ROE(A)－稅後,流動比率,負債比率,總資產週轉次數,應收帳款週轉次數,季底每股稅後淨利,每股淨值(C),當季季底P/E,當季季底P/B,當季季底PSR
2376,201909,16.57,4.1,2.14,3.47,214.97,40.11,0.46,2.3,1.29,37.17,16.71,1.34,0.54
2377,201909,13.34,5.8,2.95,5.89,179.51,51.34,0.56,1.78,2.03,35.27,12.89,2.56,0.65
2379,201909,42.88,10.42,2.7,7.48,142.58,64.26,0.22,1.55,3.78,52.41,17.51,4.39,2.09
2380,201909,22.06,-28.56,-3.25,-6.73,152.33,49.9,0.13,0.96,-0.61,8.6,.,0.5,0.38
2382,201909,4.82,2.09,0.91,3.28,124.99,77.61,0.42,1.48,1.13,34,11.08,1.67,0.21
2383,201909,26.14,18.68,4.04,7.85,183.75,48.35,0.29,0.81,3,39.11,11.1,3.21,1.71
2385,201909,19.13,9.58,2.87,6.83,119.1,59.25,0.36,1.2,2.37,37.75,10.27,2.57,0.73
2387,201909,10.35,2.11,1.75,3.18,132.97,48.57,0.26,0.84,0.19,33.17,12.72,1.08,0.58
2388,201909,33.77,-12.15,0.45,0.75,200.07,56.85,0.15,3.08,0.03,7.32,150.06,4.74,3.12
2390,201909,21.01,-16.93,-1.34,-1.69,245.93,18.73,0.06,1.78,-0.17,10.06,.,1.11,3.8
2392,201909,10.9,3.52,1.52,4.01,144.3,65.47,0.37,1.68,2.2,45.43,7.57,0.81,0.19
2393,201909,25.94,5.38,1.12,1.77,165.26,39.66,0.18,0.79,0.66,37.48,14.74,0.74,0.58
2395,201909,39.61,18.27,4.53,7.17,217.29,31.87,0.3,1.54,3.05,43.59,20.93,6.27,3.6
2397,201909,30.96,12.72,2.9,4.48,238.37,30.72,0.28,1.19,1.34,27.53,10.91,2.94,1.54
2399,201909,17.86,4.84,2.07,2.67,292.45,24.7,0.29,2.68,0.06,11.04,.,0.96,0.85
2401,201909,44.09,5.24,0.47,0.53,460.19,16.45,0.12,1.39,0,14,45.13,1.02,1.53
2402,201909,15.33,6.83,0.88,1.24,207.76,31.67,0.19,0.72,0.24,19.2,15.03,0.88,0.79
2404,201909,19.03,13.97,2.65,7.62,132.5,63.66,0.19,1.25,2.97,40.27,8.36,4.08,1.28
2405,201909,24.52,4.77,0.91,1.13,387.97,21.96,0.21,0.95,0.11,9.78,.,1.21,1.23
2406,201909,12.48,-2.59,-0.03,-0.78,147.72,65.77,0.12,0.57,-0.07,10.98,11.37,1.25,0.35
2408,201909,27.95,15.22,1.26,1.46,551.63,8.37,0.08,1.92,0.72,49.72,14.2,1.63,4.45
2409,201909,-0.39,-7.76,-0.99,-2.35,156,51.26,0.17,1.76,-0.42,19.47,.,0.4,0.27
2412,201909,35.06,19.68,1.77,2.27,141.29,19.5,0.11,1.77,1.04,47.24,20.38,2.35,4.14
2413,201909,15.94,-0.68,-0.82,-2.65,129.42,65.76,0.19,1.31,-0.34,12.77,.,1.45,0.64
2414,201909,8.21,1.98,1.24,2.74,138.76,57.41,0.75,1.59,0.48,16.09,10.44,1.36,0.19
2415,201909,22.3,7.88,0.52,0.87,140.08,56.88,0.12,1.47,0.13,18.74,18.36,1.09,0.74
2417,201909,50.74,1.92,0.35,0.39,398.09,16.82,0.16,1.75,0,14.46,38.62,0.73,0.7
2419,201909,21.81,5.56,1.38,2.56,168.08,50.24,0.31,1.32,0.2,14.75,10.25,1.34,0.39
2420,201909,39.54,21.68,2.24,4.17,153.44,47.76,0.11,1.59,0.8,19.47,8.16,1.78,1.96
2421,201909,23.31,8.87,3.02,6.5,144.09,53.66,0.38,1.13,1.03,16.17,12.39,2.33,0.83
2423,201909,48.18,14.53,2.75,3.88,319.55,25.17,0.22,0.95,0.6,15.68,9.26,1.64,1.43
2424,201909,-15.08,-841.84,-6.78,-11.5,46.23,42.85,0.01,4.65,-1.14,9.29,.,3.11,53.21
2425,201909,6.4,1.41,2.46,3.43,278.27,31.1,0.46,1.15,0.64,16.7,19.34,1.6,0.61
2426,201909,11.07,-3.5,-0.24,-0.56,202.34,39.53,0.1,0.75,-0.07,11.81,30.96,1.31,1.86
2427,201909,35.57,3.92,0.83,1.71,130.83,54.28,0.13,1.11,0.2,11.66,13.65,0.91,0.68
2428,201909,42.83,27.73,3.77,5.22,523.42,24.71,0.17,0.76,2.56,48.09,7.23,1.69,1.81
2429,201909,8.39,-4.04,-1.14,-3.62,78.21,63.71,0.25,1.13,-0.31,9.2,.,2.39,0.87
2430,201909,15.09,1.88,0.62,1.46,84.68,67.44,0.36,29.86,0.4,27.67,12.15,0.62,0.15
2431,201909,12.03,2.41,1.76,3.21,174.73,43.99,0.36,1.22,0.38,11.87,.,1.01,0.46
2433,201909,30.39,11.44,3.38,5.83,142.03,41.69,0.13,2.09,1.89,29.22,8.98,1.66,1.63
2434,201909,-96.49,-160.7,-8.43,-25.09,85.37,68.52,0.05,0.78,-0.94,3.23,.,1.85,2.27
2436,201909,25.08,2.87,2.36,3.16,407.52,25.4,0.17,0.86,0.51,16.2,21.3,1.7,2.07
2438,201909,26,10.25,0.89,1.04,470.53,17.13,0.1,0.9,0.02,6.07,14.9,0.99,1.4
2439,201909,14.06,7.13,3.29,7.51,150.81,56.28,0.37,1.08,4.27,58.52,7.64,2.6,0.76
2440,201909,6.09,1.24,-0.58,-2.02,118.58,55.34,0.29,0.89,-0.16,7.63,.,1.03,0.39
2441,201909,24.58,20.99,3.03,3.68,311.84,14.3,0.17,1.09,1.02,28.38,10.5,1.51,2.1
2442,201909,13.96,-4.42,-0.32,-0.93,195.42,55.72,0.11,4.78,-0.13,12.79,4.33,0.95,0.44
2443,201909,-44.06,-69.42,-2.99,-7.41,124.97,59.96,0.08,2.51,-0.47,5.35,.,0.53,0.6
2444,201909,14.12,4.16,1.08,1.7,146.45,42.03,0.28,2.26,0.16,9.33,.,2.41,1.56
2449,201909,30.97,19.78,2.1,4.24,208.02,53.1,0.13,1.26,0.86,20.59,13.99,1.69,1.77
2450,201909,12.29,1.67,1.66,3.03,168.52,46.9,0.68,3.35,0.67,22.21,14.97,1.38,0.27
2451,201909,26.41,17.19,2.44,2.83,864.24,10.01,0.15,1.96,1.25,44.41,12.72,1.45,1.96
2453,201909,22.2,1.94,0.73,1.46,150.89,57.48,0.34,1.68,0.28,17.64,13.05,0.92,0.3
2454,201909,42.08,10.46,1.59,2.3,216.49,31.08,0.15,2.3,4.34,196.77,25.13,1.88,2.42
2455,201909,40.91,27.43,3.67,5.84,135.63,35.39,0.17,1.39,0.83,14.63,35.72,7.52,8.94
2457,201909,16.12,1.12,0.68,1.16,198.01,45.8,0.29,1.26,0.17,14.91,.,0.57,0.26
2458,201909,47.39,24.03,6.27,10.8,228.31,37.74,0.25,2.16,2.35,23.04,12.55,3.88,2.87
2459,201909,16.72,8.65,1.97,3.44,215.07,45.17,0.24,1.05,1.36,40.72,6.8,0.92,0.53
2460,201909,6.41,-4.17,-0.16,-0.78,138.46,56.1,0.15,0.8,-0.11,14.26,.,0.67,0.46
2461,201909,23.67,2.2,0.55,0.84,149.45,50.73,0.22,0.91,0.14,17.2,46.86,1.39,0.69
2462,201909,12.7,5.23,1.39,2.53,160.75,47.65,0.27,0.65,0.45,17.98,35.31,1.68,0.91
2464,201909,18.64,5.37,1.28,3.65,128.01,62.57,0.25,4.14,0.75,20.69,7.13,1.87,0.56
2465,201909,14.25,2.04,0.78,2.18,103.32,80.09,0.69,4.43,0.12,5.77,17.96,1.97,0.17
2466,201909,13.31,1.7,0.27,-0.02,268.67,55.92,0.12,0.64,0,11.04,248.59,2.97,1.93
2467,201909,25.32,0.66,1.47,3.45,149.42,59.5,0.15,0.4,0.56,16.85,6.92,1.58,0.82
2468,201909,8.85,2.39,0.82,1.29,190.9,40.2,0.34,1.7,0.21,16.12,16.65,0.78,0.47
2471,201909,40.43,7.88,0.96,1.55,344.88,37.83,0.14,1.54,0.24,15.11,10.84,1.31,1.34
2472,201909,25.95,12.93,1.37,2.35,170.64,47.77,0.16,0.73,0.79,25.66,6.53,1.64,0.77
2474,201909,23.13,16.05,1.44,2.29,195.05,40.68,0.11,1.27,4.41,193.92,7.17,1.21,2.04
2476,201909,25.32,9.26,1.35,1.95,314.99,32.66,0.17,1.03,0.47,24.91,7.64,0.96,0.88
2477,201909,26.16,12.23,1.68,2.87,221.96,42.22,0.16,1.2,0.5,15.95,11.92,1.51,1.3
2478,201909,22.34,11.44,1.73,2.51,181.15,32.73,0.14,0.81,0.96,36.4,6.94,1.34,1.47
2480,201909,21.11,7.11,2.01,3.61,202.88,42.17,0.28,3.38,0.89,25.32,9.83,2.07,1.06
2481,201909,20.18,6.57,0.71,1.47,154.46,60.14,0.15,0.67,0.31,18.79,14.1,1.55,1.05
2482,201909,42.47,7.26,1.19,1.77,230.31,35.47,0.22,2.35,0.22,12.38,17.19,1.15,0.88
2483,201909,21.72,3.81,1.24,1.79,152.54,32.26,0.12,1.18,0.39,21.86,27.13,0.93,1.23
2484,201909,22.56,9.77,1.36,1.84,461.99,25.17,0.15,0.89,0.34,18.44,14.21,1.08,1.36
2485,201909,7.57,-0.5,-0.32,-0.42,317.62,23.58,0.25,0.74,-0.09,21.2,159.04,1.09,0.9
2486,201909,9.02,-6.45,-0.85,-1.88,238.56,48.69,0.15,0.58,-0.28,15.28,.,0.55,0.46
2488,201909,24.98,12.06,2.52,4.06,260.67,37.01,0.25,2.32,1.02,25.45,6.91,1.32,0.96
2489,201909,12.29,-1.66,0.07,0.09,283.69,28.65,0.21,1.19,0.01,14.89,49.46,0.78,0.57
2491,201909,33.63,7.64,0.33,0.29,150.59,65.55,0.04,1.41,0,6.7,.,1.51,2.36
2492,201909,28.99,20.56,3.06,5.24,169.73,40.3,0.12,0.87,3.56,66.68,6.17,2.62,2.41
2493,201909,26.18,14.91,1.24,1.84,313.83,28.24,0.18,0.62,0.37,20.21,7.21,1.38,1.31
2495,201909,49.18,3.99,0.93,1.12,444.33,20.9,0.07,1.39,0.17,15.3,16.31,0.95,2.77
2496,201909,47.13,12.72,1.87,3.55,51.42,47.57,0.15,4.49,1.54,44.62,13.3,1.48,1.27
2497,201909,20.5,-3.54,-0.91,-2,143.22,48.59,0.21,1.33,-0.25,12.31,.,2.08,1.42
2498,201909,22.88,-98.57,-3.96,-5.99,205.19,34.42,0.04,1.8,-2.86,45.94,.,0.77,2.36
2501,201909,29.39,-2.69,0,-0.12,150.27,57.66,0.02,4.9,-0.03,19.72,15.54,1.04,1.8
2504,201909,7.39,2.49,0.76,1.21,129.23,43.39,0.13,0.67,0.17,14.3,38.29,0.64,0.65
2505,201909,20.31,-5.9,-0.11,-0.47,165.68,55.16,0.02,1.53,-0.05,11.64,98.34,1.18,5.53
2506,201909,49.07,10.08,0.59,0.85,171.09,46.43,0.02,2.32,0.12,19.08,12.8,0.64,2.79
2509,201909,43.31,26.41,0.93,1.35,243.91,43.98,0.04,2.62,0.31,21.61,3.45,1.16,1.2
2511,201909,26.28,5.61,0.52,0.92,295.71,56.71,0.05,4.05,0.14,14.58,12.37,0.75,1.26
2514,201909,5.33,2.81,-1.09,-2.56,253.69,51.44,0.13,2.51,-0.67,19.27,69.89,0.91,1.5
2515,201909,7.73,2.45,0.14,0.09,221.33,53.38,0.07,1.52,0.01,12.97,34.03,0.6,0.97
2516,201909,1.38,-0.21,0.05,-0.27,102.6,71.44,0.22,2.53,-0.03,10.86,28.99,0.55,0.18
2520,201909,31.33,16.49,0.7,2.21,135.22,75.66,0.05,8.2,0.53,24,5.15,1.17,0.82
2524,201909,40.26,31.76,1.19,2.99,219.69,64.31,0.04,10.19,0.99,33.65,7.97,0.83,2.43
2527,201909,20.36,14.27,2.73,6.79,144.05,56.74,0.19,55.38,1.94,28.47,5.55,0.8,0.77
2528,201909,.,.,0.27,0.83,1478.49,64.69,0,-1.86,0.08,10.87,.,1.91,3616.05
2530,201909,100,-654.27,-0.22,-0.42,293.97,33.16,0,0.44,-0.05,11.61,.,1.38,22.63
2534,201909,37.63,25.01,1.67,3.16,170.16,49.57,0.06,16.79,0.8,20.53,10.03,0.97,2.63
2535,201909,11.8,8.42,0.98,2.32,187.31,58.66,0.16,2.26,0.53,23.44,8.38,0.91,0.54
2536,201909,32.38,28.48,1.89,2.9,246.26,40.25,0.07,7.74,1.01,35.27,10.83,0.58,1.97
2537,201909,6.64,-27.95,-1.01,-2.1,217.13,52.14,0.03,16.26,-0.28,13.39,.,0.62,2.4
2538,201909,71.92,-180.28,-0.01,-0.35,154.14,63.16,0,1.79,-0.06,16.08,84.38,0.73,29.12
2539,201909,27.49,18.04,1.29,3.05,206.78,58.9,0.08,44.78,0.4,13.45,14.79,2.16,2.66
2540,201909,33.35,17.46,0.58,0.91,161.49,66.45,0.04,0.79,0.26,29.08,27.41,0.78,1.65
2542,201909,32.27,12.16,0.21,0.4,166.47,75.91,0.02,1.55,0.22,27.4,12.29,1.86,2.05
2543,201909,3.52,-0.24,0.07,-0.14,126.03,70.91,0.2,2.08,-0.02,8.23,.,0.93,0.36
2545,201909,18.49,-13.41,-0.22,-1.63,128.84,75.63,0.01,1.53,-0.5,30.21,.,1.01,3.8
2546,201909,5.71,3.64,1.24,3.68,141.03,67.69,0.36,1.23,0.9,24.96,6.51,1.41,0.33
2547,201909,60.76,36.39,1.22,4.25,100.2,78.1,0.04,3.17,0.54,12.79,15.28,0.92,1.39
2548,201909,26.4,22.55,6.21,16.25,207.19,55.84,0.32,39.03,9.11,60.12,5.47,1.33,1.2
2597,201909,12.98,7.13,2.95,5.92,120.59,49.03,0.3,2.41,1.98,26.15,9.73,2.14,0.75
2601,201909,66.83,13,0.13,-0.9,81.12,64.38,0.05,1.8,-0.19,14.66,11.72,0.84,0.95
2603,201909,7.79,2.73,0.41,0.12,111.81,77.15,0.16,3.08,0.03,14.87,23.77,0.87,0.31
2605,201909,16.41,12.25,0.57,0.5,217.73,29.51,0.04,3.26,0.1,26.92,.,0.6,2.36
2606,201909,26.63,22.95,1.48,3.17,160.6,58.49,0.05,13.35,1.02,32.31,17.35,1.04,2.65
2607,201909,13.43,10.1,0.64,0.76,172.13,34.13,0.05,1.69,0.16,21.36,14.19,0.64,1.88
2608,201909,21.85,16.04,1.96,4.14,85.75,54.59,0.14,1.57,0.81,19.6,10.73,1.86,1.49
2609,201909,5.89,-1.54,-0.25,-7.44,57.75,91.39,0.19,3.81,-0.53,6.2,.,1.26,0.13
2610,201909,11.92,3.4,0.38,0.84,71.95,79.87,0.15,4.49,0.06,10.44,37.43,0.87,0.29
2611,201909,25.07,2.74,0.17,0.11,147.06,40.66,0.05,1.05,0.02,14.73,34.13,0.5,1.42
2612,201909,21.43,11.63,0.65,0.86,132.05,49.51,0.04,3.19,0.45,52.09,13.13,0.61,1.63
2613,201909,13.17,7.97,0.44,0.77,86.56,74.28,0.06,1.39,0.17,21.99,75.42,0.69,0.73
2614,201909,32.03,3.04,0.29,0.1,230.32,44.5,0.07,2.12,0.02,10.89,.,0.96,0.74
2615,201909,9.53,3.57,0.94,1.84,115.73,57.2,0.22,8.32,0.29,16.17,15.17,1.13,0.56
2616,201909,7.34,-0.58,2.01,4.24,105.31,54.67,0.51,4.72,0.9,28.85,16.85,1.04,0.22
2617,201909,25.14,20.91,1.28,1.74,234.78,31.82,0.05,6.25,0.43,24.97,11.73,0.77,2.5
2618,201909,12.6,5.82,0.71,2,100.31,79.71,0.13,3.15,0.26,14.02,12.98,0.97,0.37
2630,201909,10.02,2.55,0.43,0.9,185.91,65.38,0.22,0.83,0.12,13.34,26.76,1.42,0.61
2633,201909,44.77,42.33,0.74,2.81,273.37,83.88,0.03,22.62,0.34,12.31,25.96,2.87,4.22
2634,201909,14.52,9.74,1.41,4.2,175.56,68.61,0.17,0.54,0.63,15.21,11.95,2.12,1.05
2636,201909,17.96,2.91,1.58,3.37,143,57.32,0.49,1.63,0.72,20.74,7.98,1.15,0.24
2637,201909,25.5,24.41,0.83,1.35,23.75,68.26,0.04,22.99,0.56,44.32,8.35,0.72,1.48
2642,201909,16.58,5.64,1.26,2.56,192.96,53.81,0.26,1.56,0.45,17.59,14.22,1.54,0.72
2701,201909,55.89,48.32,1.52,1.8,506.65,15.86,0.01,2654.36,0.31,16.99,11.34,0.77,16.58
2702,201909,85.92,20.77,0.93,2.1,118.63,82.9,0.06,5.49,0.25,12.23,13.23,1.48,1.43
2704,201909,36.52,2.93,1.29,1.46,342.03,12.02,0.06,6.12,0.42,28.64,17.93,0.75,2.71
2705,201909,29.88,-1.2,0.02,-1.85,28.45,86.33,0.06,7.06,-0.18,8.96,.,1.66,2.18
2706,201909,73.51,64.21,1.67,1.95,1696.96,13.77,0.01,21.28,0.36,18.74,10.69,0.8,21.87
2707,201909,32.87,19.91,2.63,8.25,96.75,71.45,0.14,7.91,2.19,23.88,14.24,6.62,3.09
2712,201909,33.59,9.47,0.99,1.18,29.3,16.8,0.1,11.51,0.13,11.37,.,5.14,14.77
2722,201909,50.02,19.12,1.38,1.9,71.75,28.43,0.09,12.77,0.32,15.28,60.57,1.7,3.84
2723,201909,59.14,7.24,1.27,2.38,95.32,54.68,0.25,15.47,1.32,56.47,14.72,2.53,1.11
2727,201909,43.23,4.15,1.12,3.03,116.72,65.88,0.33,14.59,1.72,44.49,10.05,1.78,0.36
2731,201909,9.94,-0.02,0.18,0.47,119.35,76.59,0.81,6.85,0.12,28.8,29.75,2.64,0.18
2739,201909,37.36,1.76,0.12,-1.53,42.52,88.68,0.06,9.54,-0.24,15.66,20.69,1.58,0.62
2748,201909,25.58,3.78,0.35,0.57,34.66,72.7,0.12,11.77,0.1,18.34,13.9,3.16,1.59
2841,201909,55.91,-150.53,0.2,0.19,106.2,47.55,0,5.77,0.05,25.96,.,0.33,17.48
2901,201909,88.46,20.24,0.71,0.83,847.54,12.62,0.03,10.3,0.1,11.81,45.09,1.92,12.38
2903,201909,54.11,9.52,0.51,1.25,34.85,69.82,0.07,6.85,0.32,20.99,7.65,1.15,0.88
2904,201909,41.92,27.57,1.97,2.97,81.98,34.25,0.09,3.12,0.41,13.97,10.29,1.77,3.35
2905,201909,15.97,9.47,0.18,5.21,884.09,96.57,0.04,31.67,1.35,23.95,3.48,0.84,0.08
2906,201909,22.86,2.81,0.63,0.97,161.05,41.49,0.21,1.05,0.14,13.97,8.95,0.83,0.34
2908,201909,25.21,1.72,0.74,2.7,98.77,82.35,0.27,2.03,0.34,12.61,108.74,1.75,0.28
2910,201909,67.31,25.44,0.39,0.77,52.92,63.43,0.02,11.54,0.1,13.29,45.46,2.4,9.41
2911,201909,43.42,-10.35,-1.61,-3.75,138.4,53.86,0.19,2.26,-0.49,13.69,.,0.53,0.27
2912,201909,34.5,5.15,1.85,7.48,95.62,76.46,0.36,12.37,2.67,33.4,19.81,8.68,1.19
2913,201909,39.74,-61.13,-0.07,-0.2,146.99,35.28,0,3.33,-0.04,20.11,.,0.81,44.67
2915,201909,9.84,-22.8,3.85,5.42,512.94,28.17,0.01,3.38,7.84,139.59,3.52,0.5,10.34
2923,201909,56.98,46.52,0.48,0.62,581.28,53.34,0.01,3.44,0.2,32.05,9.95,0.74,5.35
2929,201909,38.98,18.69,2.64,4.02,310.24,33.86,0.21,0.9,2.23,64.39,5.23,1.52,1.14
2936,201909,30.38,0.6,0.27,-0.37,165.31,61.66,0.42,4.56,-0.13,35.35,196.86,0.6,0.14
2939,201909,26.36,14.21,4.5,6.35,455.38,21.72,0.36,1.51,1.87,29.44,13.15,3.43,2.02
3002,201909,31.15,6.49,0.8,1.06,978.76,25.08,0.09,0.95,0.16,12.73,20.69,0.82,1.65
3003,201909,31.81,16.51,2.16,3,363.89,28.41,0.14,1.29,0.86,28.91,10.51,1.49,1.93
3004,201909,31.01,18.05,2.23,5.69,121.09,62.69,0.16,1.12,1.94,35.04,10.57,2.73,1.82
3005,201909,28.17,12.11,2.27,4.13,183.67,44.18,0.24,1.14,1.01,24.93,9.3,1.88,1.03
3006,201909,12.86,3.27,0.96,1.33,320.27,29.34,0.32,2.22,0.31,26.63,22.19,1.3,0.81
3008,201909,69.13,60.65,5.94,7.48,449.85,16.83,0.13,1.23,63.85,884.78,17.59,5.03,10.89
3010,201909,7.91,3.18,1.6,3.83,159.39,61.98,0.42,0.89,1.93,48.54,6.16,1.09,0.23
3011,201909,11.4,-4.15,-0.26,-0.5,188.56,39.76,0.2,0.72,-0.05,9.78,.,0.7,0.54
3013,201909,7.12,0.99,0.88,1.53,176.9,44.86,0.33,0.89,0.18,14.14,12.07,0.97,0.38
3014,201909,51.85,20.75,3.5,4.76,344.08,23.73,0.21,1.82,1.12,24.07,10.41,1.62,1.83
3015,201909,11.65,1.69,0.96,1.61,165.23,42.3,0.26,0.91,0.68,43.74,79.43,0.45,0.27
3016,201909,5.75,-0.65,0.08,0.01,191.91,34.06,0.15,0.81,0,13.9,86.43,3.48,3.23
3017,201909,11.17,3.34,1,2.97,128.91,71.4,0.32,1.67,0.73,25.02,10.15,1.52,0.39
3018,201909,-4.97,-25.59,-3,-6.61,138.78,53.21,0.16,0.53,-0.63,10.09,.,2.31,1.63
3019,201909,21.9,10.55,2.57,3.5,347.43,24.19,0.23,1.19,1.38,42.95,11.31,1.82,1.16
3021,201909,23.86,8.67,1.97,3.68,170.69,48.18,0.28,0.97,0.47,12.82,7.63,1.15,0.56
3022,201909,37.9,15.12,2.66,3.7,327.1,27.97,0.14,1.91,1.55,39.13,7.38,1.35,1.52
3023,201909,25.52,11.37,3.54,7.55,161.46,52.23,0.32,0.91,2.37,31.77,12.57,3.85,1.58
3024,201909,22.17,3.77,0.76,1.01,149.63,30.75,0.09,1.87,0.11,9.53,21.04,0.71,1.34
3025,201909,48.02,5.15,0.63,0.77,640.14,20.53,0.12,1.44,0.09,11.1,29.37,1.94,2.64
3026,201909,20.15,9.92,2.33,3.39,259.68,28.75,0.29,1.41,2.17,57.64,9.85,1.58,1
3027,201909,33.77,-3.77,-0.67,-1.07,342.7,29.97,0.07,2.22,-0.17,14.65,.,0.53,1.13
3028,201909,5.2,1.62,0.86,2,140.02,69.06,0.51,1.06,0.41,20.85,11.61,1.02,0.16
3029,201909,8.7,2.18,1.13,2.3,166.01,52.4,0.51,1.21,0.42,18.33,10.91,1.79,0.5
3030,201909,57.57,27.53,3.17,4.2,398.89,19.8,0.15,0.49,0.91,21.98,9.95,2.25,2.74
3031,201909,27.88,12.22,2.4,2.94,342.6,18.59,0.13,0.89,0.48,15.61,11.11,1.01,1.64
3032,201909,15.73,4.25,1.44,3.12,137.71,55.95,0.25,0.99,0.77,19.61,6.29,1.31,0.38
3033,201909,5.63,1.7,0.69,1.25,134.7,74.44,0.58,1.69,0.19,15.6,17.69,1.17,0.14
3034,201909,31.07,14.75,4.12,6.73,254.82,34.67,0.34,1.17,3.34,51.23,10.7,3.47,1.71
3035,201909,50.4,12.58,1.95,2.9,236.19,32.26,0.21,1.58,0.59,20.1,28.67,2.88,2.73
3036,201909,3.1,1.61,1.22,3.54,126.64,77.13,0.98,2.33,1.38,39.81,7.36,0.97,0.07
3037,201909,15.36,6.28,1.32,2.81,131.84,57.51,0.21,1.33,0.87,29.45,17.09,1.53,0.82
3038,201909,20.17,8.17,2.71,4.88,189.54,46.79,0.34,1.88,0.62,12.6,10.51,1.56,0.77
3040,201909,62.08,43.93,1.78,2.08,856.08,10.99,0.03,15.58,0.44,21.12,15.68,1.36,9.2
3041,201909,45.97,-19.22,-1.22,-1.47,377.96,16.49,0.12,2.17,-0.27,17.97,.,1.19,1.97
3042,201909,24.59,9.09,1.85,2.76,307.54,35.23,0.19,0.93,0.76,27.52,17.83,1.42,1.48
3043,201909,24.33,6.63,2.46,25.47,77.5,90.14,0.26,1.17,0.14,0.81,6.56,3.46,0.47
3044,201909,23.92,15.72,3.01,6.17,151.7,51.74,0.22,0.93,3.82,62.71,7.89,1.78,1.09
3045,201909,26.39,13.87,2.26,5.1,65,56.3,0.2,4.04,1.16,22.89,23.3,6.18,3.21
3046,201909,30.42,0.34,0.12,0.06,154.7,53.09,0.27,1.39,-0.04,10.38,38.56,2.02,0.79
3047,201909,26,-0.15,-0.25,-0.92,148.77,62.02,0.18,1.15,-0.17,11.03,11.05,0.93,0.33
3048,201909,2.67,1.17,1.31,4.35,116.58,84.13,1.38,13.48,0.67,15.64,8.37,1.14,0.04
3049,201909,37.69,30.16,1.71,3.08,125.04,46.84,0.07,2.8,0.34,11.35,13.22,1.22,2.84
3050,201909,43.07,23.55,1.32,2.33,183.63,52.29,0.05,1.55,0.36,15.74,9.48,0.74,1.74
3051,201909,19.91,6.86,-0.04,-2.44,133.09,85.95,0.07,0.9,-0.1,3.85,.,0.76,0.39
3052,201909,4.83,-3.4,-0.05,-0.47,133.18,74.86,0.04,2.16,-0.07,13.18,.,1.12,2.69
3054,201909,1.45,-54.2,0.31,0.32,831.19,7.24,0.04,3.6,0.04,11.65,.,2.32,17.08
3055,201909,18.51,-13.14,-1.68,-2.69,189.75,36.15,0.13,0.9,-0.67,24.53,1225.1,1.14,1.07
3056,201909,18.61,16.57,4.48,10.45,171.83,56.39,0.28,1098.45,2.26,22.76,11.79,1.05,1.53
3057,201909,31.78,-25.62,-4.08,-7.85,186.45,49.45,0.14,1.3,-0.5,6.09,.,1.14,0.89
3058,201909,13.65,-1.72,0,-0.16,122.67,56.07,0.26,1.04,-0.02,13.01,.,0.58,0.26
3059,201909,16.96,-1.6,0.13,0.13,226.28,34.43,0.11,1.25,0.14,32.05,99.75,0.77,0.95
3060,201909,1.99,-9.38,-2.26,-3.83,178.92,39.52,0.24,1.17,-0.53,23.97,.,0.59,0.34
3062,201909,8.61,0.52,0.07,0.08,291.86,30.38,0.19,1.06,0.01,16.63,49.18,1.1,0.92
3090,201909,16.39,11.42,3.01,5.39,210.8,43.15,0.3,0.82,1.24,22.77,8.98,2.16,1
3092,201909,22.69,10.61,1.92,4.04,141.73,53.73,0.24,0.65,0.84,20.85,8.14,2.12,1.07
3094,201909,68.21,9.53,0.74,0.84,1938.07,10.08,0.05,1.77,0.11,13.23,55.55,1.32,6.24
3130,201909,90.3,22.95,3.26,5.9,225.24,40.62,0.17,7.06,2.45,43.09,16.3,3.85,3.41
3138,201909,42.18,8.35,1.78,3.03,219.77,44.08,0.21,1.1,0.47,15.75,20.76,2.55,1.91
3149,201909,1.54,-5.22,-0.43,-1.7,102.27,60.81,0.18,0.97,-0.13,7.54,.,1.47,0.76
3164,201909,70.48,21.72,0.94,1.05,942.26,7.24,0.05,1.2,0.18,15.7,22.15,1.61,6.24
3167,201909,26.7,14.54,1.03,2.09,249.86,54.05,0.1,0.31,0.47,22.03,9.35,1.46,1.15
3189,201909,13.17,-3.31,-0.55,-0.95,157.55,34.17,0.14,1.68,-0.62,55.68,.,0.75,0.85
3209,201909,4.45,2.03,1.43,4.51,138.68,77.23,0.88,2.95,0.68,15.62,9.36,1.18,0.09
3229,201909,13.39,-14.12,-2.79,-4.42,224.07,36.66,0.19,1.44,-0.31,6.59,.,2.23,2.67
3231,201909,5,1.55,0.99,3,115.74,76.58,0.64,1.77,0.61,25.39,7.08,0.99,0.08
3257,201909,48.25,24.22,2.86,3.36,1339.17,6.95,0.12,2.08,0.71,21.3,298.78,2.85,7.1
3266,201909,30.45,20.64,1.62,3.06,205.71,46.46,0.07,6.47,0.46,14.72,29.33,0.96,2.29
3296,201909,17.44,4,-0.08,-0.18,249.35,35.29,0.29,1.04,-0.03,15.41,13.35,1.08,0.54
3305,201909,11.14,2.54,1.38,2.39,217.57,43.36,0.2,0.78,0.7,30.42,14.99,0.76,0.54
3308,201909,3.61,-10.31,-0.5,-1.39,136.22,54.39,0.1,1.18,-0.12,8.28,.,0.73,0.93
